,PREDDEG,CONTROL,UGDS,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,UGDS_2MOR,UGDS_NRA,UGDS_UNKN,UGDS_MEN
227,2.0,1.0,13371.0,0.2728,0.0495,0.5188,0.0973,0.0015,0.0025,0.0349,0.0073,0.0154,0.4878
228,1.0,3.0,194.0,0.3196,0.0309,0.4639,0.134,0.0258,0.0052,0.0052,0.0,0.0155,0.0258
229,2.0,2.0,246.0,0.2724,0.0203,0.5325,0.126,0.0122,0.0081,0.0244,0.0,0.0041,0.3902
230,1.0,2.0,198.0,0.1566,0.0758,0.4192,0.303,0.0051,0.0202,0.0152,0.0,0.0051,0.798
231,1.0,2.0,176.0,0.0568,0.0511,0.75,0.0795,0.0,0.0114,0.0511,0.0,0.0,0.7614
232,1.0,2.0,159.0,0.0063,0.0,0.9811,0.0,0.0,0.0063,0.0063,0.0,0.0,0.7421
233,1.0,2.0,135.0,0.1333,0.1037,0.7111,0.0148,0.0074,0.0,0.0296,0.0,0.0,0.8519
234,1.0,2.0,90.0,0.0222,0.0333,0.9444,0.0,0.0,0.0,0.0,0.0,0.0,0.5333
235,1.0,2.0,156.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.141
236,2.0,1.0,17437.0,0.0931,0.0635,0.7012,0.0772,0.0031,0.0034,0.0221,0.0037,0.0325,0.4673
237,2.0,1.0,3706.0,0.3718,0.0831,0.412,0.0413,0.0232,0.0062,0.0459,0.0013,0.0151,0.4949
238,2.0,1.0,10067.0,0.1485,0.0895,0.4155,0.241,0.0016,0.0144,0.0673,0.0052,0.017,0.4737
239,2.0,1.0,15267.0,0.1512,0.073,0.6439,0.0722,0.0017,0.0022,0.0303,0.0049,0.0205,0.3818
240,3.0,2.0,7469.0,0.5022,0.0216,0.1762,0.1589,0.0013,0.0033,0.0837,0.0295,0.0233,0.3963
241,2.0,2.0,255.0,0.0471,0.4275,0.3569,0.0941,0.0078,0.0039,0.0196,0.0,0.0431,0.3412
242,3.0,2.0,1580.0,0.4595,0.0481,0.2639,0.1025,0.0019,0.0057,0.0734,0.0373,0.0076,0.3975
243,3.0,2.0,438.0,0.3744,0.0959,0.3082,0.032,0.0114,0.0114,0.0525,0.0799,0.0342,0.4498
244,4.0,2.0,,,,,,,,,,,
245,2.0,1.0,8260.0,0.1504,0.0332,0.6603,0.0843,0.0025,0.0019,0.0317,0.0243,0.0114,0.4312
246,1.0,3.0,101.0,0.6535,0.0594,0.1683,0.0396,0.0198,0.0099,0.0297,0.0,0.0198,0.0198
247,1.0,1.0,16219.0,0.208,0.0745,0.271,0.3303,0.0024,0.0073,0.0525,0.0176,0.0364,0.4583
248,4.0,2.0,,,,,,,,,,,
249,3.0,2.0,1414.0,0.3685,0.0516,0.1563,0.145,0.0007,0.0028,0.0672,0.1535,0.0545,0.4922
250,1.0,3.0,430.0,0.1372,0.0163,0.793,0.007,0.0163,0.0093,0.0186,0.0,0.0023,0.0581
251,1.0,1.0,340.0,0.1441,0.0706,0.5029,0.1882,0.0088,0.0294,0.0412,0.0,0.0147,0.1118
252,2.0,1.0,5719.0,0.291,0.0754,0.3072,0.2177,0.0061,0.0045,0.042,0.0203,0.0358,0.515
253,3.0,3.0,420.0,0.2786,0.0881,0.2333,0.2,0.0024,0.0048,0.081,0.0214,0.0905,0.7381
254,1.0,3.0,132.0,0.1136,0.1061,0.6742,0.0606,0.0,0.0076,0.0,0.0,0.0379,0.1894
255,4.0,2.0,,,,,,,,,,,
256,2.0,1.0,1509.0,0.6753,0.0371,0.224,0.0265,0.0152,0.004,0.0033,0.0007,0.0139,0.4526
257,3.0,2.0,493.0,0.4037,0.1846,0.1197,0.0487,0.0142,0.0142,0.073,0.0345,0.1075,0.568
258,2.0,1.0,2635.0,0.0209,0.2896,0.5917,0.0429,0.0027,0.0065,0.03,0.0,0.0159,0.3226
259,2.0,1.0,4429.0,0.1124,0.1495,0.4547,0.189,0.0014,0.0059,0.0573,0.0045,0.0253,0.3915
260,2.0,1.0,12575.0,0.2367,0.0845,0.2799,0.2591,0.0036,0.0126,0.0672,0.0037,0.0527,0.4188
261,2.0,1.0,4481.0,0.3256,0.0326,0.5106,0.0643,0.0025,0.0011,0.0538,0.0004,0.0091,0.4457
262,1.0,1.0,6961.0,0.5172,0.0322,0.3281,0.0355,0.004,0.0024,0.0629,0.0029,0.0148,0.4624
263,2.0,1.0,6473.0,0.4391,0.0365,0.3271,0.0474,0.0043,0.0028,0.042,0.0025,0.0984,0.4265
264,2.0,1.0,12090.0,0.1311,0.0363,0.5144,0.2398,0.0016,0.0036,0.0532,0.0084,0.0117,0.4112
265,2.0,1.0,14706.0,0.1664,0.0271,0.2856,0.3955,0.0015,0.0046,0.0526,0.0599,0.0068,0.494
266,1.0,3.0,159.0,0.2453,0.0314,0.6855,0.0126,0.0,0.0,0.0252,0.0,0.0,0.2642
267,1.0,2.0,13.0,0.6923,0.0,0.0,0.0,0.0,0.0,0.1538,0.1538,0.0,0.2308
268,2.0,1.0,8634.0,0.1542,0.024,0.7402,0.0307,0.003,0.0003,0.0295,0.0073,0.0108,0.4032
269,3.0,3.0,119.0,0.4622,0.1092,0.2437,0.0672,0.0336,0.0,0.0168,0.042,0.0252,0.1092
270,2.0,1.0,15326.0,0.3198,0.0559,0.2783,0.1892,0.0022,0.0051,0.085,0.0259,0.0388,0.4796
271,3.0,2.0,1243.0,0.2454,0.0386,0.2719,0.3041,0.0217,0.0193,0.0515,0.0338,0.0137,0.3121
272,4.0,2.0,,,,,,,,,,,
273,2.0,1.0,25649.0,0.0941,0.0665,0.6311,0.0807,0.0019,0.0018,0.0089,0.0067,0.1084,0.4814
274,2.0,1.0,16764.0,0.1198,0.1294,0.4785,0.12,0.0017,0.0036,0.0369,0.0181,0.0919,0.4563
275,4.0,3.0,,,,,,,,,,,
276,1.0,3.0,,,,,,,,,,,
277,2.0,1.0,6746.0,0.0749,0.0234,0.4472,0.3942,0.0022,0.0039,0.0289,0.0068,0.0185,0.4401
278,2.0,3.0,1724.0,0.3271,0.087,0.25,0.1201,0.0122,0.0093,0.0012,0.1485,0.0447,0.1752
279,2.0,1.0,1220.0,0.3664,0.0934,0.3328,0.0352,0.0279,0.0123,0.0033,0.0156,0.1131,0.5164
280,1.0,3.0,297.0,0.3266,0.1111,0.3502,0.0875,0.0202,0.0168,0.0808,0.0,0.0067,0.138
281,4.0,2.0,,,,,,,,,,,
282,4.0,3.0,,,,,,,,,,,
283,1.0,3.0,58.0,0.0862,0.0862,0.3448,0.4655,0.0,0.0,0.0,0.0,0.0172,0.0345
284,2.0,1.0,10593.0,0.2886,0.0345,0.3207,0.2437,0.0022,0.0102,0.0547,0.0334,0.0121,0.5245
285,4.0,2.0,,,,,,,,,,,
286,1.0,3.0,59.0,0.5593,0.0169,0.1356,0.0339,0.1864,0.0169,0.0339,0.0,0.0169,0.1186
287,2.0,1.0,15554.0,0.1881,0.0503,0.5947,0.1211,0.0055,0.0017,0.0311,0.0003,0.0071,0.3923
288,3.0,2.0,2668.0,0.2549,0.0472,0.5858,0.042,0.0097,0.0056,0.0037,0.021,0.03,0.2721
289,4.0,2.0,,,,,,,,,,,
290,2.0,1.0,16287.0,0.1634,0.0298,0.5924,0.1434,0.0017,0.002,0.0461,0.0065,0.0147,0.4565
291,1.0,1.0,3744.0,0.2439,0.0235,0.6181,0.0564,0.0021,0.0037,0.0371,0.0005,0.0147,0.4599
292,1.0,2.0,104.0,0.5385,0.0192,0.1538,0.1154,0.0,0.0,0.0385,0.0577,0.0769,0.4519
293,2.0,1.0,10107.0,0.5257,0.0254,0.2858,0.0791,0.0012,0.0012,0.0288,0.0256,0.0272,0.4379
294,1.0,3.0,305.0,0.2492,0.0557,0.3639,0.1803,0.0066,0.0197,0.118,0.0066,0.0,0.2033
295,3.0,2.0,679.0,0.3284,0.2032,0.2077,0.1296,0.0162,0.025,0.0147,0.0,0.0751,0.7216
296,2.0,1.0,8830.0,0.2558,0.0203,0.3342,0.2952,0.0017,0.0045,0.0489,0.0265,0.0128,0.4267
297,4.0,2.0,,,,,,,,,,,
298,2.0,1.0,11455.0,0.3471,0.042,0.376,0.0635,0.0031,0.0028,0.0481,0.0193,0.0981,0.3956
299,1.0,3.0,116.0,0.0862,0.0948,0.7155,0.0862,0.0086,0.0,0.0,0.0086,0.0,0.2328
300,2.0,1.0,8635.0,0.1511,0.0287,0.6591,0.0462,0.0037,0.0029,0.0152,0.0007,0.0924,0.486
301,3.0,2.0,905.0,0.2586,0.0453,0.211,0.2376,0.0044,0.0022,0.0983,0.0851,0.0575,0.5028
302,1.0,3.0,99.0,0.0303,0.0303,0.6364,0.1414,0.1313,0.0,0.0,0.0,0.0303,0.1515
303,3.0,2.0,592.0,0.1284,0.1689,0.3243,0.1081,0.0034,0.0101,0.1115,0.0253,0.1199,0.3361
304,4.0,3.0,,,,,,,,,,,
305,3.0,1.0,5336.0,0.4681,0.0328,0.3285,0.0277,0.0137,0.0036,0.0633,0.0112,0.051,0.4162
306,3.0,2.0,197.0,0.203,0.0711,0.4061,0.0964,0.0,0.0305,0.0203,0.1218,0.0508,0.2234
307,2.0,1.0,6385.0,0.044,0.0125,0.9068,0.006,0.0011,0.0005,0.007,0.0002,0.0219,0.4199
308,1.0,3.0,693.0,0.0981,0.0332,0.6551,0.0491,0.0,0.0159,0.0043,0.0,0.1443,0.7287
309,2.0,3.0,110.0,0.6,0.0182,0.1545,0.1273,0.0091,0.0,0.0818,0.0091,0.0,0.0091
310,1.0,3.0,158.0,0.3165,0.057,0.4177,0.0949,0.0823,0.0063,0.0,0.0,0.0253,0.1772
311,2.0,1.0,9140.0,0.3045,0.0201,0.2519,0.2884,0.0025,0.0024,0.0538,0.0482,0.0281,0.5155
312,1.0,3.0,226.0,0.3009,0.1814,0.3053,0.0575,0.0133,0.0044,0.1239,0.0,0.0133,0.031
313,3.0,2.0,22.0,0.6364,0.0455,0.0909,0.0,0.0,0.0,0.0909,0.0,0.1364,0.0909
314,1.0,1.0,3852.0,0.1698,0.0296,0.7329,0.0366,0.0023,0.0016,0.0231,0.0,0.0042,0.4369
315,3.0,2.0,419.0,0.3938,0.0477,0.3938,0.0263,0.0143,0.0072,0.0644,0.0048,0.0477,0.4535
316,3.0,2.0,3686.0,0.1744,0.0711,0.6069,0.0456,0.0035,0.006,0.0364,0.0312,0.025,0.3966
317,3.0,2.0,735.0,0.4721,0.0231,0.2327,0.1442,0.0054,0.0041,0.0653,0.0476,0.0054,0.2639
318,2.0,1.0,1830.0,0.4082,0.0672,0.3579,0.0639,0.0093,0.0049,0.0459,0.0104,0.0322,0.6262
319,1.0,3.0,82.0,0.2927,0.2805,0.3659,0.0488,0.0,0.0,0.0122,0.0,0.0,0.2195
320,2.0,1.0,5722.0,0.2045,0.1914,0.2382,0.2303,0.0024,0.0077,0.0605,0.0346,0.0304,0.4771
321,2.0,1.0,1392.0,0.403,0.1379,0.3111,0.0395,0.0201,0.0072,0.0431,0.0093,0.0287,0.7658
322,2.0,2.0,49.0,0.0204,0.0,0.9796,0.0,0.0,0.0,0.0,0.0,0.0,0.449
323,4.0,2.0,,,,,,,,,,,
324,3.0,2.0,168.0,0.1548,0.5179,0.0238,0.0655,0.0,0.0,0.0,0.2381,0.0,0.7798
325,3.0,2.0,46.0,0.4565,0.2174,0.2391,0.0435,0.0,0.0217,0.0217,0.0,0.0,0.6522
326,3.0,2.0,1270.0,0.115,0.074,0.4591,0.1622,0.0008,0.0063,0.0433,0.1354,0.0039,0.4134
327,3.0,2.0,980.0,0.248,0.0408,0.3888,0.2429,0.0,0.002,0.0418,0.0357,0.0,0.2633
328,1.0,1.0,19918.0,0.1461,0.1108,0.5899,0.091,0.0013,0.0061,0.0504,0.002,0.0026,0.4298
329,1.0,2.0,130.0,0.2385,0.1308,0.3692,0.1769,0.0,0.0,0.0308,0.0231,0.0308,0.1692
330,2.0,1.0,5487.0,0.1172,0.0931,0.6045,0.1053,0.0013,0.0056,0.0326,0.0064,0.0339,0.3933
331,2.0,1.0,13016.0,0.2759,0.0459,0.4933,0.0958,0.001,0.0018,0.0401,0.008,0.0383,0.4305
332,2.0,1.0,3539.0,0.0718,0.3781,0.4349,0.0424,0.002,0.0025,0.0254,0.004,0.039,0.3021
333,1.0,1.0,7867.0,0.0822,0.1373,0.6723,0.0494,0.0017,0.0013,0.0226,0.0071,0.0261,0.5354
334,2.0,1.0,11201.0,0.2908,0.0537,0.5132,0.0675,0.0011,0.0009,0.0304,0.0048,0.0377,0.4139
335,3.0,2.0,1338.0,0.6278,0.0247,0.1936,0.0426,0.012,0.0075,0.0568,0.0007,0.0344,0.5224
336,1.0,1.0,10494.0,0.2261,0.0859,0.4929,0.1103,0.0016,0.0018,0.0292,0.0192,0.0331,0.4224
337,2.0,1.0,180.0,0.2056,0.0389,0.4278,0.2944,0.0111,0.0,0.0222,0.0,0.0,0.2944
338,2.0,1.0,6538.0,0.1199,0.0353,0.7482,0.0509,0.0017,0.0012,0.0133,0.0035,0.0258,0.3841
339,2.0,1.0,6919.0,0.2114,0.1207,0.4329,0.1218,0.002,0.0061,0.0711,0.0033,0.0306,0.4236
340,3.0,2.0,6999.0,0.4243,0.0716,0.2283,0.0976,0.0004,0.001,0.078,0.0986,0.0001,0.4642
341,1.0,3.0,272.0,0.136,0.0,0.7978,0.0184,0.0037,0.0037,0.0074,0.011,0.0221,0.1985
342,1.0,3.0,93.0,0.3333,0.0108,0.6237,0.0,0.0,0.0,0.0,0.0108,0.0215,0.0215
343,1.0,3.0,103.0,0.2233,0.0583,0.5728,0.0874,0.0291,0.0,0.0291,0.0,0.0,0.0388
344,1.0,3.0,76.0,0.6447,0.0132,0.2895,0.0132,0.0395,0.0,0.0,0.0,0.0,0.0526
345,1.0,3.0,550.0,0.3273,0.1145,0.3127,0.12,0.0073,0.02,0.0309,0.0018,0.0655,0.2273
346,2.0,1.0,3584.0,0.4637,0.0338,0.3331,0.0745,0.0028,0.0017,0.0642,0.0089,0.0173,0.4023
347,3.0,2.0,443.0,0.2122,0.0903,0.4673,0.0542,0.0,0.0023,0.0903,0.0767,0.0068,0.4786
348,2.0,1.0,2223.0,0.4642,0.013,0.3824,0.0378,0.0477,0.0009,0.0216,0.0013,0.031,0.2933
349,3.0,2.0,743.0,0.2032,0.0525,0.3149,0.0754,0.0054,0.0229,0.0983,0.1884,0.039,0.5437
350,2.0,1.0,7737.0,0.1768,0.0333,0.6276,0.0757,0.0048,0.0027,0.0293,0.0053,0.0443,0.3894
351,1.0,1.0,4798.0,0.2003,0.217,0.2849,0.183,0.0025,0.0063,0.0596,0.0225,0.024,0.3278
352,3.0,2.0,438.0,0.3333,0.1301,0.3402,0.0708,0.0,0.0,0.1073,0.0137,0.0046,0.0046
353,2.0,1.0,10436.0,0.3879,0.0356,0.3861,0.0675,0.0049,0.0072,0.0745,0.009,0.0273,0.3975
354,2.0,1.0,4950.0,0.1436,0.0356,0.3352,0.3871,0.0016,0.0057,0.0632,0.017,0.0111,0.4392
355,1.0,3.0,81.0,0.0,0.037,0.8765,0.037,0.0,0.0123,0.0,0.037,0.0,0.4074
356,2.0,1.0,12949.0,0.3414,0.0318,0.5342,0.0638,0.0056,0.012,0.0004,0.0015,0.0092,0.3764
357,1.0,3.0,346.0,0.0665,0.3555,0.3931,0.026,0.0231,0.0145,0.0231,0.0029,0.0954,0.578
358,3.0,2.0,13.0,0.5385,0.0,0.1538,0.0769,0.0,0.0,0.0769,0.0,0.1538,0.6923
359,2.0,1.0,5706.0,0.3326,0.03,0.469,0.0624,0.0028,0.0081,0.0613,0.0044,0.0294,0.4481
360,2.0,1.0,11336.0,0.4005,0.0213,0.4047,0.0765,0.0021,0.002,0.0653,0.0045,0.0231,0.457
361,2.0,1.0,22907.0,0.0936,0.0357,0.6368,0.1862,0.0016,0.0023,0.0313,0.0103,0.0022,0.4589
362,3.0,2.0,1898.0,0.0964,0.0601,0.5674,0.1654,0.0021,0.0042,0.0148,0.0021,0.0875,0.0632
363,2.0,1.0,12452.0,0.2681,0.0538,0.485,0.0636,0.0045,0.0031,0.0552,0.0,0.0667,0.4003
364,1.0,3.0,744.0,0.2675,0.0685,0.1116,0.0874,0.0054,0.0027,0.047,0.3454,0.0645,0.7258
365,2.0,1.0,3777.0,0.2483,0.0511,0.4692,0.1409,0.0029,0.0061,0.058,0.0024,0.0212,0.4014
366,1.0,3.0,1201.0,0.3389,0.1049,0.2348,0.0824,0.0158,0.0108,0.1224,0.0,0.0899,0.2415
367,3.0,2.0,7160.0,0.3272,0.1041,0.3068,0.0735,0.0061,0.0112,0.0615,0.0032,0.1064,0.4821
368,4.0,1.0,,,,,,,,,,,
369,3.0,3.0,301.0,0.392,0.0764,0.0,0.1229,0.0299,0.0033,0.0133,0.0,0.3621,0.588
370,1.0,3.0,221.0,0.3529,0.1086,0.4615,0.0452,0.0,0.009,0.0226,0.0,0.0,0.0633
371,1.0,3.0,190.0,0.0895,0.0684,0.3842,0.0421,0.0263,0.0105,0.3789,0.0,0.0,0.0947
372,1.0,3.0,384.0,0.3229,0.0365,0.1484,0.0625,0.0365,0.0182,0.2656,0.0,0.1094,0.1198
373,1.0,3.0,171.0,0.0877,0.0936,0.614,0.1053,0.0058,0.0058,0.0819,0.0,0.0058,0.1404
374,3.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5
375,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
376,3.0,2.0,1952.0,0.4698,0.0456,0.1578,0.1347,0.0,0.0015,0.1112,0.0579,0.0215,0.4211
377,2.0,1.0,6929.0,0.152,0.0333,0.2465,0.4467,0.0009,0.0088,0.0548,0.0248,0.0322,0.4916
378,1.0,1.0,15761.0,0.3012,0.0169,0.3341,0.2277,0.0024,0.0027,0.0509,0.0531,0.011,0.4835
379,3.0,2.0,1191.0,0.2208,0.0537,0.2007,0.1545,0.0017,0.0,0.0588,0.2947,0.0151,0.3031
380,2.0,1.0,5789.0,0.147,0.0202,0.7329,0.0522,0.0017,0.0036,0.0307,0.0007,0.0109,0.4465
381,3.0,2.0,619.0,0.3489,0.0889,0.2504,0.0355,0.0097,0.0178,0.1357,0.0097,0.1034,0.4443
382,1.0,3.0,735.0,0.0694,0.0422,0.2816,0.0558,0.0027,0.0082,0.0014,0.0,0.5388,0.2163
383,3.0,2.0,64.0,0.2656,0.0313,0.2188,0.1094,0.0,0.0,0.0313,0.1094,0.2344,0.2188
384,3.0,2.0,479.0,0.142,0.1148,0.5762,0.048,0.0063,0.0021,0.0438,0.0021,0.0647,0.0898
385,4.0,2.0,,,,,,,,,,,
386,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
387,3.0,2.0,799.0,0.214,0.0688,0.3129,0.2416,0.0025,0.0038,0.0788,0.0213,0.0563,0.3742
388,3.0,2.0,3269.0,0.2095,0.0401,0.245,0.3542,0.0028,0.0049,0.0447,0.0789,0.0199,0.4745
389,2.0,1.0,3734.0,0.4068,0.0876,0.3838,0.0404,0.011,0.0078,0.0319,0.0003,0.0305,0.8918
390,2.0,1.0,13873.0,0.3601,0.0274,0.4497,0.0653,0.0054,0.0045,0.0635,0.0068,0.0172,0.5148
391,2.0,1.0,19090.0,0.1554,0.035,0.4858,0.2435,0.001,0.0014,0.0381,0.0236,0.0161,0.4544
392,3.0,2.0,3706.0,0.4649,0.0453,0.1754,0.1338,0.0016,0.0013,0.0739,0.0863,0.0173,0.4234
393,3.0,2.0,1168.0,0.5009,0.0479,0.1267,0.1164,0.006,0.0026,0.0916,0.0719,0.036,0.4135
394,3.0,3.0,64.0,0.3438,0.1563,0.2656,0.1406,0.0,0.0156,0.0156,0.0,0.0625,0.7188
395,3.0,2.0,3170.0,0.5268,0.0189,0.2675,0.0722,0.0032,0.0032,0.0767,0.0114,0.0202,0.3429
396,3.0,2.0,1747.0,0.3429,0.0882,0.1603,0.1734,0.0029,0.0046,0.0813,0.1099,0.0366,0.4545
397,2.0,1.0,2725.0,0.1512,0.0099,0.7761,0.0275,0.0066,0.0011,0.0242,0.0007,0.0026,0.3578
398,1.0,3.0,137.0,0.0219,0.0,0.7518,0.0146,0.0,0.0,0.0,0.2117,0.0,0.0365
399,1.0,1.0,20846.0,0.1982,0.0145,0.5193,0.0807,0.0022,0.0022,0.0178,0.0075,0.1575,0.5997
400,4.0,2.0,,,,,,,,,,,
401,1.0,3.0,116.0,0.6897,0.0345,0.1638,0.0517,0.0259,0.0172,0.0172,0.0,0.0,0.1293
402,3.0,2.0,2596.0,0.379,0.0447,0.4049,0.0574,0.0081,0.0046,0.0693,0.0146,0.0173,0.4083
403,2.0,1.0,2947.0,0.5124,0.038,0.2457,0.0366,0.0397,0.0041,0.0859,0.0,0.0377,0.4659
404,1.0,3.0,194.0,0.1907,0.0155,0.6804,0.0722,0.0052,0.0052,0.0103,0.0,0.0206,0.0773
405,1.0,3.0,187.0,0.1765,0.123,0.6043,0.0588,0.0,0.0107,0.0214,0.0,0.0053,0.016
406,2.0,1.0,13960.0,0.0552,0.0168,0.8069,0.0473,0.0017,0.0014,0.0101,0.002,0.0585,0.5617
407,2.0,1.0,15516.0,0.1542,0.0715,0.6534,0.0682,0.0021,0.0035,0.036,0.0065,0.0046,0.3977
408,4.0,2.0,2.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0
409,2.0,1.0,16654.0,0.2679,0.0859,0.3115,0.1779,0.0046,0.0121,0.0652,0.005,0.07,0.385
410,1.0,1.0,15431.0,0.4613,0.0234,0.2869,0.1146,0.0026,0.0028,0.0598,0.0163,0.0323,0.4426
411,3.0,2.0,677.0,0.2467,0.096,0.2186,0.3205,0.0,0.0148,0.0591,0.0,0.0443,0.2068
412,2.0,1.0,10852.0,0.2541,0.0869,0.4525,0.117,0.0037,0.0029,0.0681,0.001,0.0137,0.4316
413,2.0,1.0,15217.0,0.2903,0.0612,0.3978,0.152,0.0029,0.0046,0.0735,0.0034,0.0142,0.4371
414,2.0,1.0,10881.0,0.3439,0.0484,0.319,0.1859,0.003,0.0059,0.0708,0.0022,0.0209,0.5409
415,3.0,1.0,30991.0,0.3436,0.0418,0.3368,0.1343,0.0027,0.0027,0.069,0.042,0.027,0.4312
416,3.0,2.0,5601.0,0.486,0.0339,0.2337,0.0777,0.0029,0.0021,0.0734,0.0621,0.0282,0.4385
417,3.0,2.0,26.0,0.4231,0.0385,0.2308,0.0385,0.0385,0.0,0.0,0.1923,0.0385,0.4615
418,3.0,2.0,228.0,0.386,0.0351,0.1096,0.0702,0.0,0.0,0.0658,0.2982,0.0351,0.5921
419,3.0,1.0,22563.0,0.1568,0.0586,0.3741,0.2532,0.0016,0.0068,0.0547,0.0607,0.0335,0.4464
420,3.0,2.0,5937.0,0.2395,0.0655,0.2062,0.2661,0.001,0.0052,0.1031,0.107,0.0064,0.3547
421,4.0,2.0,,,,,,,,,,,
422,2.0,1.0,13242.0,0.1674,0.0645,0.4924,0.2024,0.0026,0.0063,0.0542,0.0002,0.0099,0.404
423,1.0,3.0,2124.0,0.2189,0.0725,0.5541,0.0683,0.0132,0.0127,0.0264,0.0009,0.033,0.2608
424,1.0,3.0,788.0,0.1916,0.047,0.6371,0.0495,0.0102,0.0051,0.0178,0.0063,0.0355,0.283
425,3.0,2.0,1195.0,0.4678,0.0494,0.2276,0.0502,0.0126,0.0142,0.0243,0.0335,0.1205,0.4218
426,2.0,1.0,6076.0,0.1149,0.0528,0.4832,0.2617,0.0012,0.0063,0.0392,0.0107,0.0301,0.4031
427,3.0,1.0,28190.0,0.1304,0.0367,0.2991,0.3785,0.0009,0.0055,0.0504,0.065,0.0335,0.5111
428,2.0,1.0,5553.0,0.2512,0.0288,0.3205,0.2309,0.0013,0.0249,0.0686,0.0504,0.0234,0.4932
429,1.0,3.0,9.0,0.1111,0.1111,0.6667,0.1111,0.0,0.0,0.0,0.0,0.0,0.2222
430,2.0,1.0,10570.0,0.4088,0.0232,0.3743,0.0488,0.0031,0.0019,0.0565,0.0375,0.046,0.4233
431,3.0,2.0,5887.0,0.4201,0.0263,0.1795,0.2042,0.0005,0.0024,0.0916,0.055,0.0204,0.5268
432,1.0,1.0,21482.0,0.2562,0.0833,0.421,0.0939,0.0013,0.0018,0.0507,0.0555,0.0363,0.4318
433,2.0,1.0,12916.0,0.4192,0.0215,0.3893,0.0406,0.0051,0.0037,0.0529,0.006,0.0616,0.4344
434,4.0,2.0,,,,,,,,,,,
435,3.0,2.0,1091.0,0.5399,0.0385,0.1329,0.1421,0.0,0.0,0.0962,0.0367,0.0137,0.0
436,2.0,1.0,9546.0,0.1873,0.0216,0.7107,0.0326,0.0036,0.0013,0.0274,0.0009,0.0147,0.408
437,3.0,2.0,29.0,0.7931,0.0,0.1724,0.0,0.0,0.0,0.0,0.0,0.0345,0.5517
438,2.0,1.0,5079.0,0.6283,0.0224,0.1792,0.0423,0.0195,0.0022,0.0782,0.0,0.028,0.355
439,2.0,1.0,12847.0,0.5423,0.0292,0.2531,0.0797,0.0057,0.0042,0.0687,0.0023,0.0149,0.4411
440,1.0,3.0,122.0,0.1803,0.0246,0.7049,0.041,0.0,0.0,0.0164,0.0,0.0328,0.0902
441,4.0,2.0,,,,,,,,,,,
442,3.0,2.0,805.0,0.4261,0.0373,0.2,0.046,0.0137,0.0037,0.1329,0.0199,0.1205,0.4273
443,2.0,1.0,1049.0,0.5643,0.04,0.1907,0.0439,0.0315,0.0029,0.082,0.0124,0.0324,0.5186
444,1.0,1.0,163.0,0.2515,0.0736,0.2147,0.3865,0.0368,0.0368,0.0,0.0,0.0,0.3067
445,2.0,1.0,5664.0,0.1882,0.0258,0.319,0.3305,0.0004,0.0125,0.06,0.0408,0.0228,0.4522
446,2.0,1.0,8578.0,0.1092,0.1066,0.676,0.0542,0.0019,0.0028,0.0374,0.0009,0.011,0.382
447,3.0,2.0,2190.0,0.3922,0.0457,0.2941,0.1164,0.0037,0.0091,0.0918,0.0256,0.0215,0.4192
448,2.0,1.0,6942.0,0.2446,0.1224,0.344,0.1587,0.0035,0.0098,0.0918,0.0019,0.0233,0.4189
449,3.0,1.0,6560.0,0.4165,0.0262,0.3791,0.0514,0.0043,0.0032,0.057,0.0287,0.0337,0.3788
450,4.0,2.0,,,,,,,,,,,
451,1.0,3.0,272.0,0.2868,0.0441,0.4338,0.0735,0.0147,0.0037,0.1066,0.0,0.0368,0.0699
452,3.0,2.0,1972.0,0.3311,0.0431,0.465,0.0517,0.0035,0.0025,0.0218,0.0015,0.0796,0.3154
453,1.0,3.0,734.0,0.0845,0.0545,0.4223,0.173,0.0014,0.0082,0.0177,0.0,0.2384,0.2861
454,2.0,1.0,14285.0,0.081,0.0454,0.697,0.1112,0.0023,0.0037,0.0447,0.001,0.0137,0.4418
455,4.0,2.0,,,,,,,,,,,
456,4.0,2.0,,,,,,,,,,,
457,3.0,2.0,252.0,0.1468,0.0159,0.127,0.0992,0.0,0.0,0.0198,0.5913,0.0,0.6032
458,3.0,2.0,20619.0,0.3229,0.0593,0.1734,0.2406,0.0014,0.0026,0.0615,0.1202,0.0181,0.4837
459,4.0,2.0,,,,,,,,,,,
460,2.0,1.0,3208.0,0.2637,0.0405,0.6278,0.0274,0.005,0.0034,0.0262,0.0012,0.0047,0.5315
461,4.0,2.0,,,,,,,,,,,
462,3.0,2.0,497.0,0.67,0.0,0.167,0.0201,0.0,0.002,0.0503,0.0543,0.0362,0.497
463,2.0,2.0,88.0,0.3409,0.1932,0.1818,0.1477,0.0,0.0227,0.0909,0.0227,0.0,0.5227
